statename,distname,YEAR,RAPE,CUSTODIAL RAPE,CRIMINAL BREACH OF TRUST,CHEATING,ARSON,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,CRUELTY BY HUSBAND OR HIS RELATIVES,CAUSING DEATH BY NEGLIGENCE
Tamil Nadu,Thiruvallur,2005,15,0,1,12,5,14,58,24,240
Tamil Nadu,Thiruvannamalai,2005,26,0,7,88,17,5,17,53,201
Tamil Nadu,Thiruvarur,2005,4,0,13,23,13,1,72,15,104
Tamil Nadu,Thoothugudi,2005,17,0,9,137,22,3,10,59,191
Tamil Nadu,Trichy Rly.,2005,0,0,1,4,0,0,1,1,3
Tamil Nadu,Trichy Rural,2005,19,0,0,20,13,7,12,43,265
Tamil Nadu,Trichy Urban,2005,1,0,3,74,3,2,17,23,120
Tamil Nadu,Vellore,2005,23,1,8,133,26,12,54,28,357
Tamil Nadu,Viluppuram,2005,49,0,2,21,36,9,50,59,567
Tamil Nadu,Virudhunagar,2005,19,0,9,120,29,2,45,93,208
Tamil Nadu,Total,2005,571,1,239,2694,495,215,1764,1650,8902
Tripura,Dhalai,2005,15,0,4,2,2,1,13,29,21
Tripura,North,2005,47,0,6,15,11,3,44,105,25
Tripura,South,2005,42,0,9,15,5,11,65,129,33
Tripura,West,2005,58,0,13,27,17,19,39,176,109
Tripura,Total,2005,162,0,32,59,35,34,161,439,188
Uttar Pradesh,Agra,2005,29,0,97,158,12,38,80,232,368
Uttar Pradesh,Aligarh,2005,61,0,98,189,62,43,38,226,245
Uttar Pradesh,Allahabad,2005,17,0,58,162,25,40,30,117,272
Uttar Pradesh,Ambedkar Nagar,2005,11,0,29,33,6,13,14,42,13
Uttar Pradesh,Auraiya,2005,9,0,16,21,12,22,15,26,74
Uttar Pradesh,Azamgarh,2005,10,0,32,64,5,27,26,156,5
Uttar Pradesh,Badaun,2005,22,0,57,15,18,32,39,47,7
Uttar Pradesh,Baghpat,2005,13,0,13,30,0,10,15,74,90
Uttar Pradesh,Bahraich,2005,25,0,40,38,10,21,20,21,65
Uttar Pradesh,Ballia,2005,2,0,12,28,5,12,7,11,67
Uttar Pradesh,Balrampur,2005,6,0,8,11,0,4,9,7,14
Uttar Pradesh,Banda,2005,16,0,18,51,7,22,32,12,3
Uttar Pradesh,Barabanki,2005,30,0,42,11,3,21,29,59,121
Uttar Pradesh,Bareilly,2005,48,0,82,206,11,37,89,210,252
Uttar Pradesh,Basti,2005,13,0,18,33,0,7,8,22,86
Uttar Pradesh,Bijnor,2005,22,0,15,70,2,26,26,60,97
Uttar Pradesh,Bulandshahar,2005,33,0,28,61,10,41,62,106,226
Uttar Pradesh,Chandoli,2005,6,0,12,18,0,9,5,10,0
Uttar Pradesh,Chitrakoot Dham,2005,10,0,10,9,6,12,12,6,36
Uttar Pradesh,Deoria,2005,7,0,22,38,8,17,7,27,93
Uttar Pradesh,Etah,2005,16,0,45,40,18,43,34,62,168
Uttar Pradesh,Etawah,2005,12,0,20,50,11,29,20,26,137
Uttar Pradesh,Faizabad,2005,11,0,63,30,6,15,13,48,113
Uttar Pradesh,Fatehgarh,2005,10,0,11,16,0,14,7,26,2
Uttar Pradesh,Fatehpur,2005,7,0,9,22,0,22,11,21,124
Uttar Pradesh,Firozabad,2005,17,0,26,35,6,48,16,57,4
Uttar Pradesh,G.R.P.,2005,3,0,39,63,0,1,15,0,2
Uttar Pradesh,Gautambudh Nagar,2005,18,0,49,173,1,14,28,45,252
Uttar Pradesh,Ghaziabad,2005,24,0,78,277,2,33,26,147,381
Uttar Pradesh,Ghazipur,2005,2,0,22,35,6,19,7,35,2
Uttar Pradesh,Gonda,2005,12,0,21,39,3,26,14,6,0
Uttar Pradesh,Gorakhpur,2005,24,0,60,61,0,16,22,18,221
Uttar Pradesh,Hamirpur,2005,9,0,16,9,0,6,17,10,0
Uttar Pradesh,Hardoi,2005,31,0,21,63,1,25,51,47,134
Uttar Pradesh,Hathras,2005,12,0,45,33,2,20,34,86,50
Uttar Pradesh,J.P.Nagar,2005,22,0,11,21,0,8,30,20,119
Uttar Pradesh,Jalaun,2005,3,0,7,17,4,21,13,17,77
Uttar Pradesh,Jaunpur,2005,13,0,22,39,0,26,15,40,132
Uttar Pradesh,Jhansi,2005,3,0,13,44,6,13,14,38,42
Uttar Pradesh,Kannauj,2005,5,0,21,33,4,10,20,62,106
Uttar Pradesh,Kanpur Dehat,2005,8,0,24,30,3,26,32,53,129
Uttar Pradesh,Kanpur Nagar,2005,18,0,141,218,5,51,43,205,328
Uttar Pradesh,Kaushambi,2005,9,0,9,20,0,13,11,21,76
Uttar Pradesh,Khiri,2005,45,0,19,56,3,61,55,63,134
Uttar Pradesh,Kushi Nagar,2005,6,0,21,32,8,16,11,23,124
Uttar Pradesh,Lalitpur,2005,1,0,10,6,0,1,4,4,17
Uttar Pradesh,Lucknow,2005,51,0,232,432,1,44,71,281,392
Uttar Pradesh,Maharajganj,2005,9,0,14,22,0,9,14,6,68
Uttar Pradesh,Mahoba,2005,4,0,3,10,0,4,3,2,30
Uttar Pradesh,Mainpuri,2005,5,0,20,29,0,22,8,17,8
Uttar Pradesh,Mathura,2005,18,0,58,136,17,23,31,74,257
Uttar Pradesh,Mau,2005,5,0,21,31,3,10,10,29,64
Uttar Pradesh,Meerut,2005,37,0,89,160,2,34,66,303,209
Uttar Pradesh,Mirzapur,2005,6,0,23,28,0,26,11,29,121
Uttar Pradesh,Moradabad,2005,52,0,54,117,0,38,95,209,142
Uttar Pradesh,Muzaffarnagar,2005,44,0,63,104,0,20,46,156,0
Uttar Pradesh,Pilibhit,2005,24,0,30,52,0,20,23,15,42
Uttar Pradesh,Pratapgarh,2005,15,0,31,56,10,23,17,51,66
Uttar Pradesh,Raibareilly,2005,26,0,25,33,4,18,47,167,111
Uttar Pradesh,Rampur,2005,17,0,35,88,3,13,22,4,69
Uttar Pradesh,Saharanpur,2005,15,0,65,178,0,19,35,119,125
Uttar Pradesh,Sant Kabirnagar,2005,3,0,8,5,1,6,2,11,16
Uttar Pradesh,Shahjahanpur,2005,26,0,25,53,5,25,40,22,127
Uttar Pradesh,Shrawasti,2005,6,0,8,7,1,6,5,8,11
Uttar Pradesh,Sidharthnagar,2005,4,0,14,26,0,12,13,13,41
Uttar Pradesh,Sitapur,2005,51,0,68,109,36,70,72,142,187
Uttar Pradesh,Sonbhadra,2005,8,0,16,32,6,10,6,11,95
Uttar Pradesh,St.Ravidasnagar,2005,1,0,10,20,3,8,3,31,48
Uttar Pradesh,Sultanpur,2005,16,0,18,20,0,14,14,38,77
Uttar Pradesh,Unnao,2005,35,0,15,44,1,40,47,72,47
Uttar Pradesh,Varanasi,2005,8,0,49,56,14,19,8,44,45
Uttar Pradesh,Total,2005,1217,0,2524,4556,398,1564,1835,4505,7406
Uttarakhand,Almora,2005,6,0,0,8,2,6,4,6,13
Uttarakhand,Bageshwar,2005,7,0,0,0,2,1,1,0,5
Uttarakhand,Chamoli,2005,4,0,3,1,1,6,3,1,17
Uttarakhand,Champawat,2005,1,0,1,0,1,3,2,2,12
Uttarakhand,Dehradun,2005,23,0,43,167,6,8,13,86,137
Uttarakhand,Haridwar,2005,32,0,29,90,6,7,20,73,144
Uttarakhand,Nainital,2005,7,0,12,22,0,13,6,18,69
Uttarakhand,Pauri Garhwal,2005,7,0,7,9,2,1,8,11,30
Uttarakhand,Pithoragarh,2005,7,0,8,11,1,4,6,10,0
Uttarakhand,Rudra Prayag,2005,2,0,1,1,3,3,5,0,13
Uttarakhand,Tehri Garhwal,2005,9,0,7,10,0,6,1,10,22
Uttarakhand,Udhamsingh Nagar,2005,21,0,23,74,0,5,23,51,0
Uttarakhand,Uttarkashi,2005,7,0,10,3,0,0,8,4,0
Uttarakhand,Total,2005,133,0,144,396,24,63,100,272,462
West Bengal,24 Parganas North,2005,217,0,74,128,0,71,151,886,7
West Bengal,24 Parganas South,2005,136,0,0,93,6,64,123,915,42
West Bengal,Asansol,2005,9,0,14,13,1,4,10,340,105
West Bengal,Bankura,2005,43,0,5,25,7,22,54,149,112
West Bengal,Birbhum,2005,78,0,7,14,10,5,42,160,160
West Bengal,Burdwan,2005,113,0,12,62,6,40,56,230,260
West Bengal,Coochbehar,2005,82,0,7,26,5,8,76,203,94
West Bengal,Dakshin Dinajpur,2005,28,0,6,11,1,20,45,141,67
West Bengal,Darjeeling,2005,39,0,19,9,6,1,39,81,115
West Bengal,Hooghly,2005,42,0,13,51,9,5,31,539,232
West Bengal,Howrah,2005,41,0,6,49,3,9,38,243,169
West Bengal,Howrah City,2005,20,0,8,67,2,9,18,157,112
West Bengal,Howrah G.R.P.,2005,0,0,0,22,0,0,4,0,1
West Bengal,Jalpaiguri,2005,108,0,50,11,3,15,103,237,156
West Bengal,Kharagpur G.R.P.,2005,1,0,1,1,0,0,3,0,3
West Bengal,Kolkata,2005,13,0,215,935,0,6,148,236,486
West Bengal,Malda,2005,96,0,0,8,0,3,137,287,0
West Bengal,Murshidabad,2005,236,0,15,64,6,35,223,696,232
West Bengal,Nadia,2005,148,0,0,44,4,48,95,545,175
West Bengal,Paschim Midnapur,2005,92,0,23,30,7,21,57,300,2
West Bengal,Purab Midnapur,2005,54,0,45,46,4,34,28,325,6
West Bengal,Purulia,2005,34,0,5,23,0,8,37,108,0
West Bengal,Sealdah G.R.P.,2005,3,0,1,11,0,1,5,0,1
West Bengal,Siliguri G.R.P.,2005,0,0,1,0,0,0,2,0,0
West Bengal,Uttar Dinajpur,2005,53,0,1,17,12,17,47,158,200
West Bengal,Total,2005,1686,0,528,1760,92,446,1572,6936,2737
Andaman & Nicobar Islands,Andaman,2005,4,0,8,13,6,0,10,5,3
Andaman & Nicobar Islands,Nicobar,2005,0,0,0,0,0,0,1,0,0
Andaman & Nicobar Islands,Total,2005,4,0,8,13,6,0,11,5,3
Chandigarh,Chandigarh,2005,33,0,41,161,1,3,31,75,9
Chandigarh,Total,2005,33,0,41,161,1,3,31,75,9
Dadra & Nagar Haveli,D And N Haveli,2005,5,0,12,10,1,0,5,5,17
Dadra & Nagar Haveli,Total,2005,5,0,12,10,1,0,5,5,17
Daman & Diu,Daman,2005,2,0,5,2,1,1,1,1,21
Daman & Diu,Diu,2005,0,0,1,1,0,0,0,2,3
Daman & Diu,Total,2005,2,0,6,3,1,1,1,3,24
Nct Of Delhi,Central,2005,20,0,39,164,5,4,40,48,9
Nct Of Delhi,Delhi Ut Total,2005,658,0,394,2378,47,114,762,1324,634
Nct Of Delhi,East,2005,59,0,32,140,1,12,105,178,59
Nct Of Delhi,G.R.P.(Rly),2005,2,0,3,15,2,1,5,0,0
Nct Of Delhi,Igi Airport,2005,1,0,0,612,0,0,1,0,0
Nct Of Delhi,New Delhi,2005,6,0,32,236,1,2,26,9,91
Nct Of Delhi,North,2005,22,0,50,140,3,2,45,96,0
Nct Of Delhi,North-East,2005,106,0,28,124,4,29,79,140,176
Nct Of Delhi,North-West,2005,190,0,62,184,6,23,138,324,21
Nct Of Delhi,South,2005,87,0,80,362,4,19,151,188,34
Nct Of Delhi,South-West,2005,71,0,29,177,11,12,86,114,193
Nct Of Delhi,Spl Cell,2005,0,0,2,45,0,0,0,0,0
Nct Of Delhi,West,2005,94,0,37,179,10,10,86,227,51
Lakshadweep,Lakshadweep,2005,0,0,0,0,0,0,0,0,0
Lakshadweep,Total,2005,0,0,0,0,0,0,0,0,0
Pondicherry,Pondicherry,2005,6,0,8,41,9,4,60,6,224
Pondicherry,Total,2005,6,0,8,41,9,4,60,6,224
Andhra Pradesh,Adilabad,2006,64,0,19,194,34,22,185,423,313
Andhra Pradesh,Anantapur,2006,16,0,8,86,41,16,187,189,396
Andhra Pradesh,Chittoor,2006,31,0,29,181,22,18,123,249,563
Andhra Pradesh,Cuddapah,2006,25,0,19,184,32,10,130,199,422
Andhra Pradesh,Cyberabad,2006,60,0,156,1275,43,50,132,837,1064
Andhra Pradesh,East Godavari,2006,41,0,114,319,39,25,173,465,610
Andhra Pradesh,Guntakal Rly.,2006,0,0,0,1,0,0,2,3,3
Andhra Pradesh,Guntur,2006,47,0,73,507,73,15,281,427,505
Andhra Pradesh,Hyderabad City,2006,93,0,84,1777,26,29,189,1160,582
Andhra Pradesh,Karimnagar,2006,73,0,32,481,45,47,371,698,418
Andhra Pradesh,Khammam,2006,44,0,25,157,19,17,171,327,405
Andhra Pradesh,Krishna,2006,36,0,16,126,60,9,168,296,330
Andhra Pradesh,Kurnool,2006,35,0,23,143,33,9,341,157,459
Andhra Pradesh,Mahaboobnagar,2006,67,0,32,169,53,33,201,287,618
Andhra Pradesh,Medak,2006,57,0,23,218,72,33,107,276,582
Andhra Pradesh,Nalgonda,2006,61,0,20,247,73,40,246,395,638
Andhra Pradesh,Nellore,2006,35,0,25,152,68,10,192,294,365
Andhra Pradesh,Nizamabad,2006,36,0,16,208,28,18,115,431,371
Andhra Pradesh,Prakasham,2006,23,0,30,266,30,8,200,249,395
Andhra Pradesh,Ranga Reddy,2006,9,0,3,52,37,15,50,67,168
Andhra Pradesh,Secunderabad Rly.,2006,2,0,0,7,0,2,0,1,3
Andhra Pradesh,Srikakulam,2006,27,0,14,69,26,3,70,188,208
Andhra Pradesh,Vijayawada City,2006,21,1,58,410,10,8,135,336,246
Andhra Pradesh,Vijayawada Rly.,2006,0,0,1,2,0,0,5,0,3
Andhra Pradesh,Visakha Rural,2006,6,0,13,83,27,4,45,158,418
Andhra Pradesh,Visakhapatnam,2006,21,0,66,261,8,10,62,397,247
Andhra Pradesh,Vizianagaram,2006,16,0,10,57,8,5,69,171,218
Andhra Pradesh,Warangal,2006,50,0,15,290,70,40,230,480,487
Andhra Pradesh,West Godavari,2006,53,0,83,441,35,23,354,4,452
Andhra Pradesh,Total,2006,1049,1,1007,8363,1012,519,4534,9164,11489
Arunachal Pradesh,Changlang,2006,4,0,5,6,1,0,0,2,4
Arunachal Pradesh,Dibang Valley,2006,2,0,1,2,1,0,1,0,3
Arunachal Pradesh,K/Kumey,2006,2,0,1,1,0,0,0,0,2
Arunachal Pradesh,Kameng East,2006,1,0,2,2,0,0,2,0,1
Arunachal Pradesh,Kameng West,2006,2,0,1,3,1,0,3,0,14
Arunachal Pradesh,Lohit,2006,3,0,1,0,3,0,3,1,14
Arunachal Pradesh,Papum Pare,2006,5,0,30,7,1,0,14,2,17
Arunachal Pradesh,Siang East,2006,7,0,2,1,1,0,11,1,5
Arunachal Pradesh,Siang Upper,2006,2,0,3,3,4,0,6,1,2
Arunachal Pradesh,Siang West,2006,0,0,5,6,5,0,13,4,4
Arunachal Pradesh,Subansiri Lower,2006,3,0,2,1,1,0,3,0,4
Arunachal Pradesh,Subansiri Upper,2006,2,0,5,6,2,0,6,3,4
Arunachal Pradesh,Tawang,2006,0,0,1,0,0,0,1,0,5
Arunachal Pradesh,Tirap,2006,4,0,2,0,0,1,0,0,1
Arunachal Pradesh,Upper Dibang Valley,2006,0,0,0,0,0,0,0,0,2
Arunachal Pradesh,Total,2006,37,0,61,38,20,1,63,14,82
Assam,Barpeta,2006,58,0,17,43,10,4,18,116,45
Assam,Baska,2006,14,0,5,2,7,1,26,12,23
Assam,Bongaigaon,2006,13,0,3,1,9,0,20,28,17
Assam,C.I.D.,2006,0,0,0,6,0,0,0,0,0
Assam,Cachar,2006,60,0,29,25,46,5,181,306,392
Assam,Chirang,2006,30,0,12,13,11,0,34,58,33
Assam,Darrang,2006,70,0,8,28,10,2,109,75,115
Assam,Dhemaji,2006,58,0,26,24,8,1,28,94,50
Assam,Dhubri,2006,115,0,52,95,24,7,132,217,282
Assam,Dibrugarh,2006,53,0,16,46,33,4,48,44,200
Assam,G.R.P.,2006,1,0,1,1,0,0,0,0,0
Assam,Goalpara,2006,55,0,6,19,19,4,45,151,135
Assam,Golaghat,2006,63,0,21,32,18,1,44,76,75
Assam,Guwahati City,2006,33,0,75,200,37,6,180,150,214
Assam,Hailakandi,2006,23,0,1,19,19,1,9,49,19
Assam,Jorhat,2006,30,0,6,28,18,0,40,56,121
Assam,Kamrup,2006,37,0,18,34,8,10,58,115,59
Assam,Karbi Anglong,2006,14,0,9,6,9,2,9,11,67
Assam,Karimganj,2006,44,0,11,10,16,4,3,74,46
Assam,Kokrajhar,2006,29,0,5,16,8,14,26,69,56
Assam,Lakhimpur,2006,79,0,18,67,15,6,38,110,116
Assam,Morigaon,2006,58,0,8,19,11,10,72,60,51
Assam,N.C.Hills,2006,4,0,0,2,2,0,3,24,15
Assam,Nagaon,2006,133,0,54,51,62,8,10,278,324
Assam,Nalbari,2006,17,0,4,5,16,1,32,24,42
Assam,R.P.O.,2006,3,0,0,0,0,0,0,0,0
Assam,Sibsagar,2006,54,0,12,42,26,3,65,133,80
Assam,Sonitpur,2006,56,0,18,43,15,7,7,155,180
Assam,Tinsukia,2006,23,0,24,19,17,3,20,47,216
Assam,Udalguri,2006,17,0,2,9,14,1,33,16,49
Assam,Total,2006,1244,0,461,905,488,105,1290,2548,3022
Bihar,Araria,2006,42,0,73,93,14,19,10,52,33
Bihar,Arwal,2006,0,0,0,9,9,9,20,5,1
Bihar,Aurangabad,2006,18,0,10,12,16,23,5,35,26
Bihar,Bagaha,2006,27,0,5,35,10,5,7,13,13
Bihar,Banka,2006,70,0,16,27,15,21,2,18,38
Bihar,Begusarai,2006,23,0,25,133,20,36,16,55,121
Bihar,Bettiah,2006,49,0,38,122,39,23,24,40,45
Bihar,Bhabhua,2006,22,0,15,22,28,19,5,17,64
Bihar,Bhagalpur,2006,43,0,43,90,12,19,19,22,68
Bihar,Bhojpur,2006,17,0,14,37,57,26,18,81,96
Bihar,Buxar,2006,10,0,40,47,27,25,12,67,48
Bihar,Darbhanga,2006,74,0,88,93,37,33,54,76,70
Bihar,Gaya,2006,25,0,59,39,92,168,0,9,215
Bihar,Gopalganj,2006,23,0,22,42,3,32,16,94,74
Bihar,Jamalpur Rly.,2006,0,0,0,1,0,0,0,0,1
Bihar,Jamui,2006,29,0,13,18,19,15,7,19,4
Bihar,Jehanabad,2006,10,0,11,12,6,15,5,5,13
Bihar,Katihar,2006,82,0,27,37,14,35,33,29,34
Bihar,Katihar Rly.,2006,3,0,2,16,0,1,1,0,0
Bihar,Khagaria,2006,22,0,8,6,5,15,6,12,133
Bihar,Kishanganj,2006,81,0,0,44,0,9,0,57,26
Bihar,Lakhisarai,2006,12,0,8,18,8,14,10,5,50
Bihar,Madhepura,2006,10,0,7,11,15,12,4,7,25
Bihar,Madhubani,2006,58,0,4,12,0,10,14,14,0
Bihar,Motihari,2006,22,0,77,64,25,51,11,37,195
Bihar,Munger,2006,13,0,16,56,10,7,10,40,26
Bihar,Muzaffarpur,2006,48,0,9,203,33,65,7,75,60
Bihar,Muzaffarpur Rly.,2006,3,0,1,22,0,0,1,3,1
Bihar,Nalanda,2006,31,0,52,58,14,63,45,90,86
Bihar,Naugachia,2006,8,0,0,11,0,1,0,17,88
Bihar,Nawadah,2006,20,0,16,35,15,24,9,18,76
Bihar,Patna,2006,54,0,4,265,8,54,13,239,275
Bihar,Patna Rly.,2006,1,0,2,21,0,3,7,1,0
Bihar,Purnea,2006,41,0,6,18,7,14,5,13,72
Bihar,Rohtas,2006,17,0,18,19,30,36,9,25,254
Bihar,Saharsa,2006,33,0,61,71,15,12,21,24,13
Bihar,Samastipur,2006,53,0,39,39,41,47,11,33,166
Bihar,Saran,2006,48,0,27,126,32,74,49,102,98
Bihar,Sheikhpura,2006,5,0,2,22,3,11,4,18,13
Bihar,Sheohar,2006,2,0,10,13,4,3,2,18,9
Bihar,Sitamarhi,2006,27,0,53,25,23,13,19,76,28
Bihar,Siwan,2006,18,0,35,61,20,41,12,75,63
Bihar,Supaul,2006,24,0,28,14,4,8,0,10,16
Bihar,Vaishali,2006,14,0,70,52,55,77,7,43,123
Bihar,Total,2006,1232,0,1054,2171,785,1188,530,1689,2860
Chhattisgarh,Balrampur,2006,45,0,1,6,3,0,40,9,20
Chhattisgarh,Bilaspur,2006,68,0,11,52,25,23,192,120,227
Chhattisgarh,Bizapur,2006,6,0,1,7,11,0,3,1,9
Chhattisgarh,Dantewara,2006,14,0,6,5,18,1,11,4,32
Chhattisgarh,Dhamtari,2006,27,0,1,18,6,0,62,16,85
Chhattisgarh,Durg,2006,108,0,21,116,29,19,241,102,321
Chhattisgarh,Grp Raipur,2006,1,0,1,0,0,0,3,3,1
Chhattisgarh,Jagdalpur,2006,71,0,1,12,8,4,55,18,112
Chhattisgarh,Janjgir,2006,40,0,7,29,8,10,109,90,115
Chhattisgarh,Jashpur,2006,62,0,3,12,12,1,46,11,63
Chhattisgarh,Kabirdham,2006,36,0,0,4,6,1,67,35,41
Chhattisgarh,Kanker,2006,23,0,0,5,11,2,20,13,63
Chhattisgarh,Korba,2006,40,0,1,29,5,5,86,27,147
Chhattisgarh,Koriya,2006,51,0,2,12,15,0,64,27,62
Chhattisgarh,Mahasamund,2006,32,0,1,16,7,2,64,20,113
Chhattisgarh,Narayanpur,2006,2,0,0,0,6,0,3,0,3
Chhattisgarh,Raigarh,2006,38,0,15,17,18,4,92,22,152
Chhattisgarh,Raipur,2006,130,0,44,97,39,25,228,98,443
Chhattisgarh,Rajnandgaon,2006,69,0,11,24,13,5,83,40,104
Chhattisgarh,Sarguja,2006,75,0,6,27,7,0,72,29,62
Chhattisgarh,Surajpur,2006,57,0,4,19,15,1,57,32,64
Chhattisgarh,Total,2006,995,0,137,507,262,103,1598,717,2239
Goa,North Goa,2006,8,0,22,28,9,0,8,8,124
Goa,South Goa,2006,13,0,13,27,29,0,10,6,109
Goa,Total,2006,21,0,35,55,38,0,18,14,233
Gujarat,Ahmedabad Commr.,2006,46,0,266,297,5,4,72,956,227
Gujarat,Ahmedabad Rural,2006,10,0,40,14,15,0,31,92,292
Gujarat,Ahwa-Dang,2006,3,0,0,1,2,0,6,11,16
Gujarat,Amreli,2006,15,0,17,17,7,3,20,112,96
Gujarat,Anand,2006,14,0,62,12,14,0,30,141,203
Gujarat,Bharuch,2006,7,0,49,13,15,0,8,66,210
Gujarat,Bhavnagar,2006,26,0,101,188,30,7,101,285,7
Gujarat,Dahod,2006,0,0,6,8,14,0,11,39,0
Gujarat,Gandhinagar,2006,14,0,5,36,6,0,17,119,187
Gujarat,Himatnagar,2006,11,0,29,26,12,0,25,151,236
Gujarat,Jamnagar,2006,13,0,22,23,11,0,14,206,4
Gujarat,Junagadh,2006,6,0,60,33,12,3,38,415,199
Gujarat,Kheda North,2006,17,0,34,45,12,0,22,204,226
Gujarat,Kutch,2006,19,0,56,48,18,3,37,343,271
Gujarat,Mehsana,2006,6,0,36,70,12,3,28,219,149
Gujarat,Narmada,2006,2,0,4,3,4,0,6,10,47
Gujarat,Navsari,2006,2,0,32,12,2,0,4,38,0
Gujarat,Palanpur,2006,22,0,28,15,11,1,43,188,180
Gujarat,Panchmahal,2006,6,0,27,24,20,0,24,101,0
Gujarat,Patan,2006,10,0,23,16,6,0,25,147,84
Gujarat,Porbandar,2006,2,0,8,6,3,1,1,45,45
Gujarat,Rajkot Commr.,2006,4,0,12,39,3,1,5,165,94
Gujarat,Rajkot Rural,2006,21,0,106,17,16,1,34,300,298
Gujarat,Surat Commr.,2006,31,0,55,258,10,22,46,249,336
Gujarat,Surat Rural,2006,11,0,19,21,6,0,11,40,385
Gujarat,Surendranagar,2006,17,0,47,8,6,1,34,81,191
Gujarat,Vadodara Commr.,2006,6,0,30,199,31,0,17,181,134
Gujarat,Vadodara Rural,2006,10,0,40,14,14,0,10,39,216
Gujarat,Valsad,2006,1,0,28,22,4,0,10,32,0
Gujarat,W.Rly,2006,2,0,4,44,0,0,6,2,6
Gujarat,Total,2006,354,0,1246,1529,321,50,736,4977,4339
Haryana,Ambala,2006,19,0,55,141,8,9,26,174,5
Haryana,Bhiwani,2006,35,0,23,93,17,19,38,100,7
Haryana,Faridabad,2006,40,0,106,45,11,14,35,146,12
Haryana,Fatehabad,2006,18,0,31,78,6,6,17,83,5
Haryana,Grp,2006,1,0,4,10,0,6,6,0,14
Haryana,Gurgaon,2006,30,0,59,168,11,20,32,89,12
Haryana,Hissar,2006,23,0,20,109,7,17,19,158,2
Haryana,Jhajjar,2006,15,0,23,33,5,16,14,58,183
Haryana,Jind,2006,32,0,40,38,7,13,17,53,1
Haryana,Kaithal,2006,25,0,49,18,5,9,14,149,3
Haryana,Karnal,2006,51,0,22,133,15,13,35,214,261
Haryana,Kurukshetra,2006,34,0,78,68,10,5,10,116,5
Haryana,Mahendragarh,2006,17,0,18,16,9,10,32,41,5
Haryana,Mewat,2006,35,0,9,43,7,8,24,124,2
Haryana,Palwal,2006,26,0,20,52,2,5,21,47,154
Haryana,Panchkula,2006,10,0,6,23,0,2,13,63,0
Haryana,Panipat,2006,65,0,84,20,0,19,18,104,222
Haryana,Rewari,2006,21,0,18,40,8,4,23,51,7
Haryana,Rohtak,2006,34,0,29,110,2,22,13,80,203
Haryana,Sirsa,2006,18,0,27,38,6,4,14,129,6
Haryana,Sonipat,2006,31,0,12,107,14,26,46,165,241
Haryana,Yamunanagar,2006,28,0,17,41,6,8,19,110,0
Haryana,Total,2006,608,0,750,1424,156,255,486,2254,1350
Himachal Pradesh,Bilaspur,2006,11,0,12,7,19,0,27,23,37
Himachal Pradesh,Chamba,2006,4,0,3,1,6,0,18,3,37
Himachal Pradesh,G.R.P.,2006,0,0,0,0,0,0,0,0,0
Himachal Pradesh,Hamirpur,2006,1,0,5,18,15,0,18,34,21
Himachal Pradesh,Kangra,2006,12,0,11,31,21,0,34,57,6
Himachal Pradesh,Kinnaur,2006,2,0,1,0,2,0,2,3,21
Himachal Pradesh,Kullu,2006,10,0,4,6,8,0,24,16,51
Himachal Pradesh,Lahaul-Spiti,2006,0,0,2,0,2,0,0,1,4
Himachal Pradesh,Mandi,2006,18,0,54,7,13,0,51,27,66
Himachal Pradesh,Shimla,2006,34,0,20,20,15,0,39,30,80
Himachal Pradesh,Sirmaur,2006,3,0,3,17,5,1,23,26,55
Himachal Pradesh,Solan,2006,9,0,15,14,5,1,28,21,69
Himachal Pradesh,Una,2006,9,0,7,8,4,1,11,18,52
Himachal Pradesh,Total,2006,113,0,137,129,115,3,275,259,499
Jammu & Kashmir,Anantnag,2006,22,0,8,34,8,0,34,0,10
Jammu & Kashmir,Awantipora,2006,9,0,3,9,0,0,25,0,0
Jammu & Kashmir,Baramulla,2006,15,0,3,18,14,0,153,1,0
Jammu & Kashmir,Border District,2006,6,0,3,5,2,1,3,4,0
Jammu & Kashmir,Budgam,2006,5,0,2,11,5,0,121,1,18
Jammu & Kashmir,Crime Jammu,2006,0,0,0,22,0,0,0,0,0
Jammu & Kashmir,Crime Srinagar,2006,0,0,9,46,0,0,0,0,0
Jammu & Kashmir,Doda,2006,10,0,11,7,16,0,16,8,4
Jammu & Kashmir,Ganderbal,2006,4,0,6,6,10,0,36,0,21
Jammu & Kashmir,Handwara,2006,8,0,0,13,9,0,73,2,0
Jammu & Kashmir,Jammu,2006,21,0,23,83,12,3,28,41,91
Jammu & Kashmir,Kargil,2006,0,0,0,2,1,0,2,1,9
Jammu & Kashmir,Kathua,2006,12,0,5,26,7,3,17,12,2
Jammu & Kashmir,Kulgam,2006,14,0,7,15,9,0,44,1,20
Jammu & Kashmir,Kupwara,2006,11,0,7,19,11,0,77,2,0
Jammu & Kashmir,Leh,2006,3,0,1,3,0,0,5,0,0
Jammu & Kashmir,Poonch,2006,21,0,2,4,13,0,13,12,1
Jammu & Kashmir,Pulwama,2006,9,0,4,20,12,0,37,1,11
Jammu & Kashmir,Railways,2006,0,0,0,0,1,0,0,0,1
Jammu & Kashmir,Rajouri,2006,26,0,5,18,36,3,34,33,0
Jammu & Kashmir,Ramban,2006,14,0,1,6,8,0,6,0,4
