statename,distname,YEAR,KIDNAPPING & ABDUCTION,DACOITY,ROBBERY,THEFT,AUTO THEFT
Andaman & Nicobar Islands,Total,2004,3,0,3,103,9
Chandigarh,Chandigarh,2004,54,0,6,1459,653
Chandigarh,Total,2004,54,0,6,1459,653
Dadra & Nagar Haveli,D And N Haveli,2004,12,3,2,53,20
Dadra & Nagar Haveli,Total,2004,12,3,2,53,20
Daman & Diu,Daman,2004,2,0,1,27,12
Daman & Diu,Diu,2004,0,0,0,0,0
Daman & Diu,Total,2004,2,0,1,27,12
Nct Of Delhi,Central,2004,57,1,18,1324,513
Nct Of Delhi,Delhi Ut Total,2004,1209,30,461,18994,8873
Nct Of Delhi,East,2004,172,6,52,2275,1194
Nct Of Delhi,G.R.P.(Rly),2004,5,1,6,1071,15
Nct Of Delhi,I.G.I. Airport,2004,5,0,6,88,17
Nct Of Delhi,New Delhi,2004,20,0,9,1166,366
Nct Of Delhi,North,2004,85,5,30,1155,429
Nct Of Delhi,North East,2004,157,4,65,1033,595
Nct Of Delhi,North West,2004,285,4,120,2594,1522
Nct Of Delhi,S.T.F.,2004,0,0,0,2,0
Nct Of Delhi,South,2004,216,5,54,4000,2053
Nct Of Delhi,South West,2004,97,3,51,1774,749
Nct Of Delhi,West,2004,110,1,50,2512,1420
Lakshadweep,Lakshadweep,2004,0,0,0,5,0
Lakshadweep,Total,2004,0,0,0,5,0
Pondicherry,Pondicherry,2004,10,0,1,634,322
Pondicherry,Total,2004,10,0,1,634,322
Andhra Pradesh,Adilabad,2005,65,9,20,329,53
Andhra Pradesh,Anantapur,2005,60,17,21,439,203
Andhra Pradesh,Chittoor,2005,72,9,24,1269,87
Andhra Pradesh,Cuddapah,2005,36,9,11,297,79
Andhra Pradesh,Cyberabad,2005,151,26,95,2287,563
Andhra Pradesh,East Godavari,2005,69,3,28,1286,210
Andhra Pradesh,Guntakal Rly.,2005,1,1,4,129,0
Andhra Pradesh,Guntur,2005,87,14,35,1266,267
Andhra Pradesh,Hyderabad City,2005,137,8,125,5022,2012
Andhra Pradesh,Karimnagar,2005,131,10,37,740,16
Andhra Pradesh,Khammam,2005,66,9,25,567,96
Andhra Pradesh,Krishna,2005,45,3,17,653,64
Andhra Pradesh,Kurnool,2005,42,16,16,373,87
Andhra Pradesh,Mahaboobnagar,2005,59,21,43,575,56
Andhra Pradesh,Medak,2005,38,15,24,424,77
Andhra Pradesh,Nalgonda,2005,51,13,37,480,78
Andhra Pradesh,Nellore,2005,74,6,26,759,152
Andhra Pradesh,Nizamabad,2005,57,15,41,494,90
Andhra Pradesh,Prakasham,2005,52,10,19,406,71
Andhra Pradesh,Ranga Reddy,2005,16,7,9,160,63
Andhra Pradesh,Secunderabad Rly.,2005,4,2,2,407,0
Andhra Pradesh,Srikakulam,2005,17,1,11,211,5
Andhra Pradesh,Vijayawada,2005,87,3,31,1724,419
Andhra Pradesh,Vijayawada Rly.,2005,1,0,0,261,0
Andhra Pradesh,Visakha Rural,2005,8,2,12,162,0
Andhra Pradesh,Visakhapatnam,2005,37,6,19,987,298
Andhra Pradesh,Vizianagaram,2005,9,6,6,217,2
Andhra Pradesh,Warangal,2005,82,7,29,650,181
Andhra Pradesh,West Godavari,2005,58,2,27,1204,236
Andhra Pradesh,Total,2005,1612,250,794,23778,5465
Arunachal Pradesh,Changlang,2005,8,0,4,25,0
Arunachal Pradesh,Dibang Valley,2005,5,3,1,37,1
Arunachal Pradesh,K/Kumey,2005,2,0,0,8,0
Arunachal Pradesh,Kameng East,2005,4,3,3,18,5
Arunachal Pradesh,Kameng West,2005,1,1,4,25,0
Arunachal Pradesh,Lohit,2005,7,1,5,22,0
Arunachal Pradesh,Papum Pare,2005,10,3,16,180,85
Arunachal Pradesh,Siang East,2005,6,3,19,66,18
Arunachal Pradesh,Siang Upper,2005,1,0,0,16,2
Arunachal Pradesh,Siang West,2005,5,2,6,51,6
Arunachal Pradesh,Subansiri Lower,2005,3,0,4,12,2
Arunachal Pradesh,Subansiri Upper,2005,3,3,10,28,0
Arunachal Pradesh,Tawang,2005,0,0,1,18,0
Arunachal Pradesh,Tirap,2005,2,4,3,17,0
Arunachal Pradesh,Upper Dibang Valley,2005,1,0,1,8,0
Arunachal Pradesh,Total,2005,58,23,77,531,119
Assam,Barpeta,2005,69,27,17,137,2
Assam,Baska,2005,24,5,8,32,1
Assam,Bongaigaon,2005,31,7,6,80,4
Assam,C.I.D.,2005,0,0,0,0,0
Assam,Cachar,2005,110,19,20,406,4
Assam,Chirang,2005,16,4,3,22,0
Assam,Darrang,2005,33,20,8,105,2
Assam,Dhemaji,2005,45,3,9,121,3
Assam,Dhubri,2005,84,14,10,145,6
Assam,Dibrugarh,2005,75,6,23,402,28
Assam,G.R.P.,2005,5,4,5,105,0
Assam,Goalpara,2005,73,14,12,127,2
Assam,Golaghat,2005,87,10,28,261,25
Assam,Guwahati City,2005,147,6,96,1389,491
Assam,Hailakandi,2005,35,12,6,66,1
Assam,Jorhat,2005,44,0,10,195,44
Assam,Kamrup,2005,86,20,13,210,103
Assam,Karbi Anglong,2005,39,12,11,92,8
Assam,Karimganj,2005,31,4,5,156,11
Assam,Kokrajhar,2005,44,8,14,83,6
Assam,Lakhimpur,2005,112,4,6,280,61
Assam,Morigaon,2005,47,1,6,139,2
Assam,N.C.Hills,2005,10,1,11,50,1
Assam,Nagaon,2005,185,56,42,405,83
Assam,Nalbari,2005,38,7,6,97,4
Assam,R.P.O.,2005,5,4,3,13,0
Assam,Sibsagar,2005,73,12,9,277,22
Assam,Sonitpur,2005,108,26,27,494,17
Assam,Tinsukia,2005,75,17,25,374,20
Assam,Udalguri,2005,20,11,12,106,4
Assam,Total,2005,1751,334,451,6369,955
Bihar,Araria,2005,43,37,42,138,23
Bihar,Arwal,2005,9,10,14,47,0
Bihar,Aurangabad,2005,33,19,27,243,5
Bihar,Bagaha,2005,85,1,4,99,1
Bihar,Banka,2005,44,32,15,114,10
Bihar,Begusarai,2005,65,11,56,253,9
Bihar,Bettiah,2005,114,33,33,306,13
Bihar,Bhabhua,2005,41,21,21,151,9
Bihar,Bhagalpur,2005,101,14,58,394,83
Bihar,Bhojpur,2005,38,32,46,293,49
Bihar,Buxar,2005,30,35,35,312,14
Bihar,Darbhanga,2005,54,27,20,285,14
Bihar,Gaya,2005,77,112,129,410,39
Bihar,Gopalganj,2005,65,10,53,205,16
Bihar,Jamalpur Rly.,2005,3,13,7,108,6
Bihar,Jamui,2005,46,39,44,102,4
Bihar,Jehanabad,2005,19,35,35,150,18
Bihar,Katihar,2005,61,19,34,146,19
Bihar,Katihar Rly.,2005,7,2,13,214,5
Bihar,Khagaria,2005,35,12,39,14,5
Bihar,Kishanganj,2005,84,10,10,122,17
Bihar,Lakhisarai,2005,38,8,33,81,5
Bihar,Madhepura,2005,13,17,38,50,6
Bihar,Madhubani,2005,66,45,31,196,0
Bihar,Motihari,2005,134,52,67,437,21
Bihar,Munger,2005,54,19,64,219,37
Bihar,Muzaffarpur,2005,225,48,95,763,170
Bihar,Muzaffarpur Rly.,2005,11,10,15,275,18
Bihar,Nalanda,2005,94,39,89,312,22
Bihar,Naugachia,2005,36,12,40,65,2
Bihar,Nawadah,2005,41,16,30,117,20
Bihar,Patna,2005,275,127,633,1356,1127
Bihar,Patna Rly.,2005,2,15,27,601,62
Bihar,Purnea,2005,60,38,95,218,34
Bihar,Rohtas,2005,29,23,26,315,21
Bihar,Saharsa,2005,40,6,28,112,4
Bihar,Samastipur,2005,97,19,61,291,46
Bihar,Saran,2005,85,52,24,321,51
Bihar,Sheikhpura,2005,23,4,14,51,2
Bihar,Sheohar,2005,26,15,6,28,1
Bihar,Sitamarhi,2005,74,21,18,206,26
Bihar,Siwan,2005,59,50,119,212,37
Bihar,Supaul,2005,24,38,36,103,10
Bihar,Vaishali,2005,133,14,50,377,53
Bihar,Total,2005,2693,1212,2374,10812,2134
Chhattisgarh,Balrampur,2005,5,16,14,19,4
Chhattisgarh,Bilaspur,2005,36,4,50,779,235
Chhattisgarh,Bizapur,2005,1,61,4,6,0
Chhattisgarh,Dantewara,2005,6,13,3,58,10
Chhattisgarh,Dhamtari,2005,9,0,3,128,25
Chhattisgarh,Durg,2005,28,1,71,950,285
Chhattisgarh,Grp Raipur,2005,1,0,6,238,17
Chhattisgarh,Jagdalpur,2005,9,8,12,173,29
Chhattisgarh,Janjgir,2005,10,3,8,301,77
Chhattisgarh,Jashpur,2005,19,7,34,72,26
Chhattisgarh,Kabirdham,2005,4,0,1,119,15
Chhattisgarh,Kanker,2005,11,28,14,64,9
Chhattisgarh,Korba,2005,3,2,15,322,97
Chhattisgarh,Koriya,2005,5,4,15,128,18
Chhattisgarh,Mahasamund,2005,7,2,10,219,43
Chhattisgarh,Narayanpur,2005,0,24,7,6,0
Chhattisgarh,Raigarh,2005,11,8,30,430,133
Chhattisgarh,Raipur,2005,46,4,42,1027,474
Chhattisgarh,Rajnandgaon,2005,8,7,16,234,59
Chhattisgarh,Sarguja,2005,19,10,28,198,48
Chhattisgarh,Surajpur,2005,8,2,18,129,15
Chhattisgarh,Total,2005,246,204,401,5600,1619
Goa,North Goa,2005,7,1,15,290,101
Goa,South Goa,2005,10,1,13,205,84
Goa,Total,2005,17,2,28,495,185
Gujarat,Ahmedabad Commr.,2005,219,23,159,5359,2264
Gujarat,Ahmedabad Rural,2005,29,9,29,242,59
Gujarat,Ahwa-Dang,2005,0,0,1,3,1
Gujarat,Amreli,2005,49,3,18,186,49
Gujarat,Anand,2005,24,8,17,320,146
Gujarat,Bharuch,2005,23,8,14,323,123
Gujarat,Bhavnagar,2005,85,30,164,1116,345
Gujarat,Dahod,2005,29,20,26,128,72
Gujarat,Gandhinagar,2005,29,5,23,395,152
Gujarat,Himatnagar,2005,32,15,20,222,70
Gujarat,Jamnagar,2005,20,1,14,402,140
Gujarat,Junagadh,2005,38,6,43,469,182
Gujarat,Kheda North,2005,30,7,18,336,96
Gujarat,Kutch,2005,45,9,33,411,176
Gujarat,Mehsana,2005,55,19,55,599,104
Gujarat,Narmada,2005,1,4,2,30,4
Gujarat,Navsari,2005,6,4,7,95,52
Gujarat,Palanpur,2005,23,11,20,306,65
Gujarat,Panchmahal,2005,32,5,23,251,92
Gujarat,Patan,2005,22,6,13,303,50
Gujarat,Porbandar,2005,9,0,13,61,26
Gujarat,Rajkot Commr.,2005,37,7,31,989,529
Gujarat,Rajkot Rural,2005,56,6,27,369,99
Gujarat,Surat Commr.,2005,114,22,56,1797,1140
Gujarat,Surat Rural,2005,14,12,17,181,64
Gujarat,Surendranagar,2005,38,8,23,305,71
Gujarat,Vadodara Commr.,2005,39,6,20,1341,689
Gujarat,Vadodara Rural,2005,37,9,16,166,56
Gujarat,Valsad,2005,25,17,17,319,121
Gujarat,W.Rly,2005,4,2,47,940,46
Gujarat,Total,2005,1164,282,966,17964,7083
Haryana,Ambala,2005,24,1,15,275,116
Haryana,Bhiwani,2005,24,3,19,389,180
Haryana,Faridabad,2005,91,2,30,1130,876
Haryana,Fatehabad,2005,20,0,6,157,93
Haryana,Grp,2005,2,1,5,195,0
Haryana,Gurgaon,2005,38,8,40,1462,1112
Haryana,Hissar,2005,22,3,28,526,272
Haryana,Jhajjar,2005,14,1,28,203,98
Haryana,Jind,2005,12,1,10,210,119
Haryana,Kaithal,2005,11,1,6,197,72
Haryana,Karnal,2005,31,5,27,648,299
Haryana,Kurukshetra,2005,15,16,18,412,171
Haryana,Mahendragarh,2005,13,2,6,126,57
Haryana,Mewat,2005,9,14,10,223,127
Haryana,Panchkula,2005,15,0,3,227,120
Haryana,Panipat,2005,35,9,34,583,376
Haryana,Rewari,2005,20,10,16,256,141
Haryana,Rohtak,2005,16,3,31,425,267
Haryana,Sirsa,2005,16,3,11,256,106
Haryana,Sonipat,2005,39,2,35,464,231
Haryana,Yamunanagar,2005,25,3,12,330,201
Haryana,Total,2005,492,88,390,8694,5034
Himachal Pradesh,Bilaspur,2005,9,1,1,59,11
Himachal Pradesh,Chamba,2005,8,0,1,36,4
Himachal Pradesh,G.R.P.,2005,0,0,0,5,0
Himachal Pradesh,Hamirpur,2005,4,0,0,42,9
Himachal Pradesh,Kangra,2005,22,2,4,99,23
Himachal Pradesh,Kinnaur,2005,3,1,1,10,0
Himachal Pradesh,Kullu,2005,24,1,8,77,9
Himachal Pradesh,Lahaul-Spiti,2005,1,0,0,2,0
Himachal Pradesh,Mandi,2005,10,0,2,62,22
Himachal Pradesh,Shimla,2005,14,0,3,147,31
Himachal Pradesh,Sirmaur,2005,9,0,0,33,12
Himachal Pradesh,Solan,2005,9,0,2,63,24
Himachal Pradesh,Una,2005,5,1,0,61,21
Himachal Pradesh,Total,2005,118,6,22,696,166
Jammu & Kashmir,Anantnag,2005,83,4,22,122,28
Jammu & Kashmir,Awantipora,2005,11,0,1,50,5
Jammu & Kashmir,Baramulla,2005,109,0,11,166,13
Jammu & Kashmir,Border,2005,9,0,0,24,5
Jammu & Kashmir,Budgam,2005,63,1,2,141,20
Jammu & Kashmir,Crime Jammu,2005,0,0,0,0,0
Jammu & Kashmir,Crime Srinagar,2005,0,0,0,0,0
Jammu & Kashmir,Doda,2005,14,0,0,48,3
Jammu & Kashmir,Ganderbal,2005,39,0,7,60,5
Jammu & Kashmir,Handwara,2005,30,0,6,41,0
Jammu & Kashmir,Jammu,2005,42,1,1,382,208
Jammu & Kashmir,Kargil,2005,2,0,0,4,0
Jammu & Kashmir,Kathua,2005,16,0,2,23,4
Jammu & Kashmir,Kulgam,2005,43,0,11,55,9
Jammu & Kashmir,Kupwara,2005,40,0,0,49,1
Jammu & Kashmir,Leh,2005,3,0,0,9,1
Jammu & Kashmir,Poonch,2005,16,0,0,60,0
Jammu & Kashmir,Pulwama,2005,37,1,14,109,17
Jammu & Kashmir,Railways,2005,1,0,0,9,0
Jammu & Kashmir,Rajouri,2005,23,0,2,61,6
Jammu & Kashmir,Ramban,2005,12,2,0,43,0
Jammu & Kashmir,Reasi,2005,12,0,0,20,1
Jammu & Kashmir,Srinagar,2005,132,4,36,361,171
Jammu & Kashmir,Udhampur,2005,11,0,1,64,7
Jammu & Kashmir,Total,2005,748,13,116,1901,504
Jharkhand,Bokaro,2005,43,34,45,576,90
Jharkhand,Chaibasa,2005,2,11,21,140,0
Jharkhand,Chatra,2005,9,15,20,88,2
Jharkhand,Deoghar,2005,10,10,15,166,15
Jharkhand,Dhanbad,2005,68,71,52,722,154
Jharkhand,Dhanbad Rly.,2005,2,22,22,18,2
Jharkhand,Dumka,2005,23,10,5,176,37
Jharkhand,Garhwa,2005,20,8,17,77,0
Jharkhand,Giridih,2005,41,53,36,306,12
Jharkhand,Godda,2005,29,6,11,117,0
Jharkhand,Gumla,2005,17,26,27,61,14
Jharkhand,Hazaribagh,2005,55,99,82,726,181
Jharkhand,Jamshedpur,2005,43,17,49,834,112
Jharkhand,Jamshedpur Rly.,2005,2,7,7,130,5
Jharkhand,Jamtara,2005,6,12,5,88,2
Jharkhand,Koderma,2005,14,22,18,91,27
Jharkhand,Latehar,2005,6,26,13,59,7
Jharkhand,Lohardagga,2005,18,10,28,90,7
Jharkhand,Pakur,2005,9,7,5,54,7
Jharkhand,Palamu,2005,44,9,34,160,19
Jharkhand,Ranchi,2005,105,82,190,1138,462
Jharkhand,Sahebganj,2005,26,5,12,117,7
Jharkhand,Saraikela,2005,19,18,7,191,10
Jharkhand,Simdega,2005,10,12,11,70,9
Jharkhand,Total,2005,621,592,732,6195,1181
Karnataka,Bagalkot,2005,15,17,9,128,47
Karnataka,Bangalore Commr.,2005,131,35,594,9617,3753
Karnataka,Bangalore Rural,2005,44,25,58,876,292
Karnataka,Belgaum,2005,41,11,36,363,137
Karnataka,Bellary,2005,21,4,31,304,115
Karnataka,Bidar,2005,12,2,22,183,31
Karnataka,Bijapur,2005,22,6,18,154,54
Karnataka,Chamarajnagar,2005,8,3,3,134,13
Karnataka,Chickmagalur,2005,9,5,12,193,36
Karnataka,Chitradurga,2005,6,2,12,230,47
Karnataka,Dakshin Kannada,2005,14,12,37,269,128
Karnataka,Davanagere,2005,14,2,24,283,64
Karnataka,Dharwad Commr.,2005,7,1,22,274,143
Karnataka,Dharwad Rural,2005,8,3,3,65,1
Karnataka,Gadag,2005,7,11,4,67,22
Karnataka,Gulbarga,2005,33,7,27,290,96
Karnataka,Hassan,2005,21,6,31,298,97
Karnataka,Haveri,2005,6,2,3,117,29
Karnataka,K.G.F.,2005,8,1,4,100,14
Karnataka,Kodagu,2005,10,1,8,75,9
Karnataka,Kolar,2005,30,4,30,356,77
Karnataka,Koppal,2005,8,11,7,83,28
Karnataka,Mandya,2005,12,3,13,261,90
Karnataka,Mysore Commr.,2005,16,2,87,573,276
Karnataka,Mysore Rural,2005,8,5,13,249,33
Karnataka,Raichur,2005,10,5,9,114,35
Karnataka,Railways,2005,1,1,6,475,4
Karnataka,Shimoga,2005,27,6,25,293,100
Karnataka,Tumkur,2005,24,6,28,419,100
Karnataka,Udupi,2005,9,6,15,90,29
Karnataka,Uttar Kannada,2005,7,3,11,75,20
Karnataka,Total,2005,589,208,1202,17008,5920
Kerala,Alapuzha,2005,18,6,28,224,85
Kerala,Cbcid,2005,0,3,1,1,0
Kerala,Ernakulam Commr.,2005,6,10,40,447,155
Kerala,Ernakulam Rural,2005,14,2,30,349,132
Kerala,Idukki,2005,7,4,20,193,23
Kerala,Kannur,2005,7,5,15,191,94
Kerala,Kasargod,2005,9,2,24,166,70
Kerala,Kollam,2005,21,14,53,481,164
Kerala,Kottayam,2005,17,3,34,325,84
Kerala,Kozhikode Commr.,2005,12,5,30,323,191
Kerala,Kozhikode Rural,2005,11,2,10,244,89
Kerala,Malappuram,2005,13,10,22,425,239
Kerala,Palakkad,2005,10,6,17,288,144
Kerala,Pathanamthitta,2005,9,1,14,144,39
Kerala,Railways,2005,0,0,6,157,1
Kerala,Thrissur,2005,23,13,79,445,153
Kerala,Trivandrum Commr.,2005,21,16,91,484,118
Kerala,Trivandrum Rural,2005,22,7,95,446,162
Kerala,Wayanadu,2005,6,1,12,121,26
Kerala,Total,2005,226,110,621,5454,1969
Madhya Pradesh,Anuppur,2005,7,1,18,129,16
Madhya Pradesh,Ashok Nagar,2005,7,3,10,102,15
Madhya Pradesh,Balaghat,2005,10,2,7,194,22
Madhya Pradesh,Barwani,2005,5,0,7,212,52
Madhya Pradesh,Betul,2005,14,2,13,195,53
Madhya Pradesh,Bhind,2005,21,14,56,242,91
Madhya Pradesh,Bhopal,2005,31,5,108,1468,694
Madhya Pradesh,Bhopal Rly.,2005,1,1,11,1175,15
Madhya Pradesh,Burhanpur,2005,1,2,10,132,38
Madhya Pradesh,Chhatarpur,2005,12,3,31,152,0
Madhya Pradesh,Chhindwara,2005,19,2,14,262,70
Madhya Pradesh,Damoh,2005,12,0,18,139,34
Madhya Pradesh,Datiya,2005,20,2,30,134,26
Madhya Pradesh,Dewas,2005,32,5,32,720,178
Madhya Pradesh,Dhar,2005,40,9,45,600,167
Madhya Pradesh,Dindori,2005,1,0,1,18,6
Madhya Pradesh,Guna,2005,5,4,34,269,50
Madhya Pradesh,Gwalior,2005,44,6,141,1378,718
Madhya Pradesh,Harda,2005,7,0,10,93,43
Madhya Pradesh,Hoshangabad,2005,16,1,37,375,99
Madhya Pradesh,Indore,2005,59,5,97,2680,1513
Madhya Pradesh,Indore Rly.,2005,0,0,5,132,1
Madhya Pradesh,Jabalpur,2005,36,1,73,832,417
Madhya Pradesh,Jabalpur Rly.,2005,0,0,18,366,1
Madhya Pradesh,Jhabua,2005,48,2,12,167,46
Madhya Pradesh,Katni,2005,3,4,16,201,88
Madhya Pradesh,Khandwa,2005,36,12,19,443,105
Madhya Pradesh,Khargon,2005,9,8,18,556,65
Madhya Pradesh,Mandla,2005,8,1,8,63,10
Madhya Pradesh,Mandsaur,2005,18,1,35,378,99
Madhya Pradesh,Morena,2005,30,9,70,464,165
Madhya Pradesh,Narsinghpur,2005,2,0,17,128,45
Madhya Pradesh,Neemuch,2005,9,0,16,314,91
Madhya Pradesh,Panna,2005,12,1,13,88,24
Madhya Pradesh,Raisen,2005,14,1,20,205,52
Madhya Pradesh,Rajgarh,2005,19,3,22,406,86
Madhya Pradesh,Ratlam,2005,13,1,27,443,109
Madhya Pradesh,Rewa,2005,26,4,42,397,128
Madhya Pradesh,Sagar,2005,31,2,49,491,94
Madhya Pradesh,Satna,2005,18,3,44,413,156
Madhya Pradesh,Seoni,2005,10,0,10,111,28
Madhya Pradesh,Shahdol,2005,6,0,21,216,42
Madhya Pradesh,Shajapur,2005,15,3,58,542,91
Madhya Pradesh,Sheopur,2005,4,2,6,86,16
Madhya Pradesh,Shivpuri,2005,22,3,30,310,73
Madhya Pradesh,Sidhi,2005,22,4,12,251,47
Madhya Pradesh,Sihore,2005,11,6,13,403,76
Madhya Pradesh,Tikamgarh,2005,15,1,23,187,30
Madhya Pradesh,Ujjain,2005,28,7,91,1058,226
Madhya Pradesh,Umariya,2005,3,1,8,84,10
Madhya Pradesh,Vidisha,2005,15,0,31,281,69
Madhya Pradesh,Total,2005,847,147,1557,20685,6390
Maharashtra,Ahmednagar,2005,33,29,84,1025,279
Maharashtra,Akola,2005,24,10,56,1225,140
Maharashtra,Amravati Commr.,2005,11,0,15,782,105
Maharashtra,Amravati Rural,2005,18,11,21,927,47
Maharashtra,Aurangabad Commr.,2005,12,10,55,649,214
Maharashtra,Aurangabad Rural,2005,6,12,30,337,59
Maharashtra,Beed,2005,26,21,67,783,115
Maharashtra,Bhandara,2005,17,1,12,475,37
Maharashtra,Buldhana,2005,23,8,33,863,86
Maharashtra,Chandrapur,2005,17,9,29,704,91
Maharashtra,Dhule,2005,9,5,15,317,79
Maharashtra,Gadchiroli,2005,5,14,24,140,6
Maharashtra,Gondia,2005,18,4,16,376,39
Maharashtra,Hingoli,2005,15,9,41,243,26
Maharashtra,Jalgaon,2005,26,8,37,733,130
Maharashtra,Jalna,2005,13,19,58,391,82
Maharashtra,Kolhapur,2005,25,7,27,690,250
Maharashtra,Latur,2005,22,11,36,401,76
Maharashtra,Mumbai,2005,198,47,362,11903,3494
Maharashtra,Mumbai Rly.,2005,7,0,29,1574,1
Maharashtra,Nagpur Commr.,2005,57,16,184,2733,939
Maharashtra,Nagpur Rly.,2005,3,9,16,903,15
Maharashtra,Nagpur Rural,2005,19,14,60,1167,93
Maharashtra,Nanded,2005,42,31,85,624,119
Maharashtra,Nandurbar,2005,3,5,6,168,21
Maharashtra,Nasik Commr.,2005,16,4,19,836,365
Maharashtra,Nasik Rural,2005,25,16,42,551,140
Maharashtra,Navi Mumbai,2005,15,21,71,1121,534
Maharashtra,Osmanabad,2005,7,15,23,434,42
Maharashtra,Parbhani,2005,13,15,31,344,74
Maharashtra,Pune Commr.,2005,102,27,190,4322,2165
Maharashtra,Pune Rly.,2005,0,2,5,159,2
Maharashtra,Pune Rural,2005,33,39,75,983,322
Maharashtra,Raigad,2005,8,29,20,391,55
Maharashtra,Ratnagiri,2005,7,4,15,274,28
Maharashtra,Sangli,2005,32,9,41,721,198
Maharashtra,Satara,2005,26,17,43,753,168
Maharashtra,Sindhudurg,2005,4,7,4,110,15
Maharashtra,Solapur Commr.,2005,10,11,38,344,150
Maharashtra,Solapur Rural,2005,26,20,52,465,132
Maharashtra,Thane Commr.,2005,85,29,146,2042,844
Maharashtra,Thane Rural,2005,47,45,86,648,219
Maharashtra,Wardha,2005,31,4,31,535,49
Maharashtra,Washim,2005,15,7,17,432,24
Maharashtra,Yavatmal,2005,43,10,64,1253,120
Maharashtra,Total,2005,1194,641,2411,46851,12189
Manipur,Bishnupur,2005,7,0,0,19,0
Manipur,Chandel,2005,1,4,2,3,0
Manipur,Churachandpur,2005,4,0,0,11,1
Manipur,Imphal(East),2005,28,0,1,31,6
Manipur,Imphal(West),2005,41,0,4,138,82
Manipur,Senapati,2005,3,0,1,7,0
Manipur,Tamenglong,2005,1,0,0,4,0
Manipur,Thoubal,2005,20,0,0,27,3
Manipur,Ukhrul,2005,1,0,0,3,0
Manipur,Total,2005,106,4,8,243,92
Meghalaya,Garo Hills East,2005,7,11,7,33,0
Meghalaya,Garo Hills South,2005,2,3,2,17,0
Meghalaya,Garo Hills West,2005,11,14,5,47,4
Meghalaya,Jaintia Hills,2005,7,11,8,62,19
Meghalaya,Khasi Hills East,2005,19,12,55,225,88
Meghalaya,Khasi Hills West,2005,0,21,7,34,0
Meghalaya,Ri-Bhoi,2005,2,9,11,58,5
Meghalaya,Total,2005,48,81,95,476,116
Mizoram,Aizawl,2005,5,2,2,230,0
Mizoram,Champhai,2005,1,0,0,60,0
Mizoram,Kolasib,2005,0,0,0,70,0
Mizoram,Lawngtlai,2005,2,0,1,70,0
Mizoram,Lunglei,2005,2,1,2,200,0
Mizoram,Mamit,2005,2,0,0,15,0
Mizoram,Saiha,2005,1,0,1,107,0
Mizoram,Serchhip,2005,0,0,0,25,0
Mizoram,Total,2005,13,3,6,777,0
Nagaland,Dimapur,2005,5,5,55,117,73
Nagaland,Kiphire,2005,0,0,0,2,0
Nagaland,Kohima,2005,12,5,12,61,13
Nagaland,Mokokchung,2005,0,0,1,9,3
Nagaland,Mon,2005,1,0,5,25,2
Nagaland,Peren,2005,0,0,0,8,0
Nagaland,Phek,2005,2,2,4,9,1
Nagaland,Tuensang,2005,2,0,0,5,0
Nagaland,Wokha,2005,4,0,2,40,1
Nagaland,Zunheboto,2005,0,0,1,18,4
Nagaland,Total,2005,26,12,80,294,97
Orissa,Angul,2005,15,14,38,302,32
Orissa,Balasore,2005,41,6,31,251,28
Orissa,Baragarh,2005,12,5,21,218,32
Orissa,Berhampur,2005,7,6,73,212,92
Orissa,Bhadrak,2005,18,1,16,101,13
Orissa,Bolangir,2005,40,0,35,171,41
Orissa,Boudh,2005,2,0,4,31,0
Orissa,Cuttack,2005,71,13,135,777,279
Orissa,Deogarh,2005,8,5,20,37,1
Orissa,Dhenkanal,2005,12,8,20,134,31
Orissa,Gajapati,2005,6,1,2,39,9
Orissa,Ganjam,2005,25,8,41,145,18
Orissa,Jagatsinghpur,2005,11,2,27,114,12
Orissa,Jajpur,2005,39,5,44,146,17
Orissa,Jharsuguda,2005,6,4,17,155,38
Orissa,Kalahandi,2005,11,5,29,82,7
Orissa,Kandhamal,2005,20,3,10,70,6
Orissa,Kendrapara,2005,20,3,27,107,9
Orissa,Keonjhar,2005,21,6,39,241,38
Orissa,Khurda,2005,65,14,130,1220,614
Orissa,Koraput,2005,27,9,15,158,24
Orissa,Malkangir,2005,7,8,3,40,3
Orissa,Mayurbhanj,2005,40,4,28,226,26
Orissa,Nayagarh,2005,25,6,13,109,14
Orissa,Nowrangpur,2005,8,4,9,58,7
Orissa,Nuapada,2005,7,7,10,82,8
Orissa,Puri,2005,24,5,49,296,69
Orissa,Rayagada,2005,3,9,14,84,5
Orissa,Rourkela,2005,12,0,18,252,46
Orissa,Sambalpur,2005,25,11,44,294,43
Orissa,Sonepur,2005,1,0,2,30,0
Orissa,Srp(Cuttack),2005,1,1,9,283,32
Orissa,Srp(Rourkela),2005,3,0,3,99,8
Orissa,Sundargarh,2005,8,11,22,179,24
Orissa,Total,2005,641,184,998,6743,1626
Punjab,Amritsar,2005,20,0,4,121,55
Punjab,Barnala,2005,2,0,1,29,10
Punjab,Batala,2005,18,0,1,83,20
Punjab,Bhatinda,2005,37,0,4,191,88
Punjab,Faridkot,2005,10,2,0,59,26
Punjab,Fatehgarh Sahib,2005,6,0,4,49,30
Punjab,Ferozpur,2005,14,2,0,153,70
Punjab,G.R.P,2005,1,1,0,29,2
Punjab,Gurdaspur,2005,17,2,0,79,29
Punjab,Hoshiarpur,2005,19,3,5,92,19
Punjab,Jagraon,2005,16,1,4,84,26
